edgeid,A,B,NUM_LANES,TWOWAY,TIME,DIST_MLE,Ax,Ay,Bx,By,Speed_limit,count
39759,31322,31323,1,1,0,0.18758,912892.0,535921.0,912921.0,534931.0,30.0,1
39760,31323,31319,2,1,0,0.12637,912921.0,534931.0,912254.0,534913.0,35.0,1
39761,31323,31322,1,1,0,0.18758,912921.0,534931.0,912892.0,535921.0,30.0,1
39762,31323,31324,1,1,0,0.06575,912921.0,534931.0,912931.0,534584.0,30.0,1
39763,31323,31329,2,1,0,0.13219,912921.0,534931.0,913618.0,534968.0,35.0,1
39764,31324,31320,1,1,0,0.12365,912931.0,534584.0,912279.0,534550.0,35.0,1
39765,31324,31323,1,1,0,0.06575,912931.0,534584.0,912921.0,534931.0,30.0,1
39766,31324,31325,1,1,0,0.12292,912931.0,534584.0,912967.0,533936.0,30.0,1
39767,31325,3385,1,1,0,0.13432,912967.0,533936.0,913674.0,533992.0,12.0,1
39768,31325,3386,1,1,0,0.12434,912967.0,533936.0,912314.0,533868.0,12.0,1
39769,31325,31324,1,1,0,0.12292,912967.0,533936.0,912931.0,534584.0,30.0,1
39770,31325,31326,1,1,0,0.25582,912967.0,533936.0,913035.0,532587.0,30.0,1
39771,31326,3387,1,1,0,0.12686,913035.0,532587.0,912366.0,532554.0,12.0,1
39772,31326,3394,1,1,0,0.12671,913035.0,532587.0,913704.0,532593.0,12.0,1
39773,31326,31325,1,1,0,0.25582,913035.0,532587.0,912967.0,533936.0,30.0,1
39774,31326,31328,1,1,0,0.12882,913035.0,532587.0,913050.0,531907.0,30.0,1
39775,31327,30348,1,0,0,0.0413,915907.0,573859.0,915914.0,574077.0,55.0,1
39776,31327,31347,2,0,0,0.1904,915907.0,573859.0,915824.75,574860.875,55.0,1
39777,31328,31321,2,1,0,0.12424,913050.0,531907.0,912395.0,531871.0,30.0,1
39778,31328,31326,1,1,0,0.12882,913050.0,531907.0,913035.0,532587.0,30.0,1
39779,31328,31331,2,1,0,0.13353,913050.0,531907.0,913755.0,531914.0,30.0,1
39780,31328,31453,2,1,0,0.25691,913050.0,531907.0,913113.0,530552.0,30.0,1
39781,31329,3380,1,1,0,0.11504,913618.0,534968.0,913577.0,535574.0,12.0,1
39782,31329,3385,1,1,0,0.18515,913618.0,534968.0,913674.0,533992.0,12.0,1
39783,31329,31323,2,1,0,0.13219,913618.0,534968.0,912921.0,534931.0,35.0,1
39784,31329,31333,2,1,0,0.12341,913618.0,534968.0,914269.0,534996.0,35.0,1
39785,31330,32337,1,0,0,0.05222,857104.125,559795.75,856975.5,559551.9375,35.0,1
39786,31331,3393,1,1,1,0.26879,913755.0,531914.0,913696.0,530496.0,12.0,1
39787,31331,3394,1,1,0,0.12896,913755.0,531914.0,913704.0,532593.0,12.0,1
39788,31331,31328,2,1,0,0.13353,913755.0,531914.0,913050.0,531907.0,30.0,1
39789,31331,31338,2,1,0,0.12278,913755.0,531914.0,914402.0,531955.0,30.0,1
39790,31332,3380,1,1,0,0.12746,914250.0,535574.0,913577.0,535574.0,12.0,1
39791,31332,3381,1,1,0,0.1408,914250.0,535574.0,914964.0,535367.0,12.0,1
39792,31332,31198,2,1,0,0.33087,914250.0,535574.0,914196.75,537320.1875,35.0,1
39793,31332,31333,2,1,0,0.10953,914250.0,535574.0,914269.0,534996.0,35.0,1
39794,31333,31329,2,1,0,0.12341,914269.0,534996.0,913618.0,534968.0,35.0,1
39795,31333,31332,2,1,0,0.10953,914269.0,534996.0,914250.0,535574.0,35.0,1
39796,31333,31334,2,1,0,0.071,914269.0,534996.0,914305.0,534623.0,30.0,1
39797,31333,31339,2,1,0,0.13391,914269.0,534996.0,914976.0,535006.0,35.0,1
39798,31334,31333,2,1,0,0.071,914305.0,534623.0,914269.0,534996.0,30.0,1
39799,31334,31335,2,1,0,0.11252,914305.0,534623.0,914316.0,534029.0,35.0,1
39800,31335,3384,1,1,0,0.12913,914316.0,534029.0,914995.0,534091.0,12.0,1
39801,31335,3385,1,1,0,0.12179,914316.0,534029.0,913674.0,533992.0,12.0,1
39802,31335,31334,2,1,0,0.11252,914316.0,534029.0,914305.0,534623.0,35.0,1
39803,31335,31336,2,1,0,0.25294,914316.0,534029.0,914353.0,532694.0,35.0,1
39804,31336,3394,1,1,0,0.1244,914353.0,532694.0,913704.0,532593.0,12.0,1
39805,31336,3395,1,1,0,0.13077,914353.0,532694.0,915041.0,532752.0,12.0,1
39806,31336,31335,2,1,0,0.25294,914353.0,532694.0,914316.0,534029.0,35.0,1
39807,31336,31338,2,1,0,0.14027,914353.0,532694.0,914402.0,531955.0,35.0,1
39808,31337,31317,2,0,0,0.1912,915807.1875,574854.75,915880.0,573848.0,55.0,1
39809,31338,31331,2,1,0,0.12278,914402.0,531955.0,913755.0,531914.0,30.0,1
39810,31338,31336,2,1,0,0.14027,914402.0,531955.0,914353.0,532694.0,35.0,1
39811,31338,31341,2,1,0,0.12351,914402.0,531955.0,915054.0,531969.0,30.0,1
39812,31338,31459,3,1,0,0.42,914402.0,531955.0,914415.0,530301.0,35.0,1
39813,31338,37012,0,0,0,0.04,914402.0,531955.0,914405.1875,531958.9375,2.0,1
39814,31339,3381,1,1,0,0.06841,914976.0,535006.0,914964.0,535367.0,12.0,1
39815,31339,3384,1,1,0,0.17333,914976.0,535006.0,914995.0,534091.0,12.0,1
39816,31339,31333,2,1,0,0.13391,914976.0,535006.0,914269.0,534996.0,35.0,1
39817,31339,31343,2,1,0,0.12045,914976.0,535006.0,915611.0,535041.0,35.0,1
39818,31340,34230,1,0,0,0.03857,858622.0,570600.25,858819.6875,570648.9375,35.0,1
39819,31341,3395,1,1,0,0.14832,915054.0,531969.0,915041.0,532752.0,12.0,1
39820,31341,3397,1,1,0,0.10303,915054.0,531969.0,915050.0,531425.0,12.0,1
39821,31341,31338,2,1,0,0.12351,915054.0,531969.0,914402.0,531955.0,30.0,1
39822,31341,31348,2,1,0,0.12629,915054.0,531969.0,915720.0,532002.0,30.0,1
39823,31342,3381,1,1,0,0.12163,915596.0,535481.0,914964.0,535367.0,12.0,1
39824,31342,3382,1,1,0,0.12448,915596.0,535481.0,916248.0,535564.0,12.0,1
39825,31342,31200,1,1,0,0.3564,915596.0,535481.0,915551.0,537362.0,35.0,1
39826,31342,31343,1,1,0,0.0834,915596.0,535481.0,915611.0,535041.0,35.0,1
39827,31343,31339,2,1,0,0.12045,915611.0,535041.0,914976.0,535006.0,35.0,1
39828,31343,31342,1,1,0,0.0834,915611.0,535041.0,915596.0,535481.0,35.0,1
39829,31343,31344,1,1,0,0.0709,915611.0,535041.0,915629.0,534667.0,35.0,1
39830,31343,34323,2,1,0,0.12677,915611.0,535041.0,916280.0,535063.0,35.0,1
39831,31344,31343,1,1,0,0.0709,915629.0,534667.0,915611.0,535041.0,35.0,1
39832,31344,31345,1,1,0,0.1004,915629.0,534667.0,915642.0,534137.0,35.0,1
39833,31345,3383,1,1,0,0.12922,915642.0,534137.0,916321.0,534070.0,12.0,1
39834,31345,3384,1,1,0,0.12285,915642.0,534137.0,914995.0,534091.0,12.0,1
39835,31345,31344,1,1,0,0.1004,915642.0,534137.0,915629.0,534667.0,35.0,1
39836,31345,31346,1,1,0,0.2616,915642.0,534137.0,915705.0,532757.0,35.0,1
39837,31346,3395,1,1,0,0.12576,915705.0,532757.0,915041.0,532752.0,12.0,1
39838,31346,3396,1,1,0,0.1311,915705.0,532757.0,916395.0,532702.0,12.0,1
39839,31346,31345,1,1,0,0.2616,915705.0,532757.0,915642.0,534137.0,35.0,1
39840,31346,31348,1,1,0,0.143,915705.0,532757.0,915720.0,532002.0,35.0,1
39841,31347,30353,1,0,0,0.00974,915824.75,574860.875,915840.875,574909.6875,55.0,1
39842,31347,31367,1,0,0,0.2504,915824.75,574860.875,915638.0,576170.0,55.0,1
39843,31348,31341,2,1,0,0.12629,915720.0,532002.0,915054.0,531969.0,30.0,1
39844,31348,31346,1,1,0,0.143,915720.0,532002.0,915705.0,532757.0,35.0,1
39845,31348,31350,2,1,0,0.13364,915720.0,532002.0,916425.0,532031.0,30.0,1
39846,31348,34419,2,1,0,0.09186,915720.0,532002.0,915774.0,531520.0,35.0,1
39847,31349,31340,1,0,0,0.03401,858482.0625,570487.6875,858622.0,570600.25,35.0,1
39848,31350,3396,1,1,0,0.12721,916425.0,532031.0,916395.0,532702.0,12.0,1
39849,31350,31348,2,1,0,0.13364,916425.0,532031.0,915720.0,532002.0,30.0,1
39850,31350,31356,2,1,0,0.1171,916425.0,532031.0,917043.0,532049.0,30.0,1
39851,31351,3382,1,1,0,0.13389,916953.0,535616.0,916248.0,535564.0,12.0,1
39852,31351,3409,1,1,0,0.06317,916953.0,535616.0,917284.0,535657.0,12.0,1
39853,31351,31206,2,1,0,0.3439,916953.0,535616.0,916852.0,537429.0,40.0,1
39854,31351,31352,2,1,0,0.0979,916953.0,535616.0,916960.0,535099.0,40.0,1
39855,31352,31351,2,1,0,0.0979,916960.0,535099.0,916953.0,535616.0,40.0,1
39856,31352,31353,2,1,0,0.066,916960.0,535099.0,916981.0,534751.0,40.0,1
39857,31352,34323,2,1,0,0.12897,916960.0,535099.0,916280.0,535063.0,35.0,1
39858,31352,34771,2,1,0,0.12531,916960.0,535099.0,917621.0,535128.0,35.0,1
39859,31353,31352,2,1,0,0.066,916981.0,534751.0,916960.0,535099.0,40.0,1
39860,31353,31354,2,1,0,0.1299,916981.0,534751.0,916989.0,534065.0,40.0,1
39861,31354,3383,1,1,0,0.12652,916989.0,534065.0,916321.0,534070.0,12.0,1
39862,31354,3408,1,1,0,0.06791,916989.0,534065.0,917347.0,534085.0,12.0,1
39863,31354,31353,2,1,0,0.1299,916989.0,534065.0,916981.0,534751.0,40.0,1
39864,31354,31355,2,1,0,0.2541,916989.0,534065.0,917025.0,532724.0,40.0,1
39865,31355,3396,1,1,0,0.11939,917025.0,532724.0,916395.0,532702.0,12.0,1
39866,31355,31354,2,1,0,0.2541,917025.0,532724.0,916989.0,534065.0,40.0,1
39867,31355,31356,2,1,0,0.1279,917025.0,532724.0,917043.0,532049.0,40.0,1
39868,31356,31350,2,1,0,0.1171,917043.0,532049.0,916425.0,532031.0,30.0,1
39869,31356,31355,2,1,0,0.1279,917043.0,532049.0,917025.0,532724.0,40.0,1
39870,31356,31472,2,1,0,0.2511,917043.0,532049.0,917088.0,530724.0,40.0,1
39871,31356,34545,2,1,0,0.06225,917043.0,532049.0,917371.0,532070.0,30.0,1
39872,31357,31337,1,0,0,0.2038,915655.0,575920.0,915807.1875,574854.75,55.0,1
39873,31358,3407,1,1,1,0.34541,918290.0,535135.0,918407.0,533315.0,12.0,1
39874,31358,3410,1,1,0,0.19225,918290.0,535135.0,918302.0,536150.0,12.0,1
39875,31358,31362,2,1,0,0.24978,918290.0,535135.0,919608.0,535182.0,35.0,1
39876,31358,34771,2,1,0,0.12671,918290.0,535135.0,917621.0,535128.0,35.0,1
39877,31359,3405,1,1,0,0.13097,918577.0,532092.0,918752.0,531423.0,10.0,1
39878,31359,31360,2,1,0,0.12045,918577.0,532092.0,919212.0,532127.0,30.0,1
39879,31359,34545,2,1,0,0.22845,918577.0,532092.0,917371.0,532070.0,30.0,1
39880,31360,31359,2,1,0,0.12045,919212.0,532127.0,918577.0,532092.0,30.0,1
39881,31360,31365,2,1,0,0.10173,919212.0,532127.0,919749.0,532139.0,30.0,1
39882,31360,34891,1,1,0,0.13011,919212.0,532127.0,919276.0,531443.0,30.0,1
39883,31361,3410,1,1,1,0.24176,919578.0,536186.0,918302.0,536150.0,12.0,1
39884,31361,3411,1,1,0,0.12342,919578.0,536186.0,920226.0,536255.0,12.0,1
39885,31361,31214,1,1,0,0.25362,919578.0,536186.0,919562.0,537525.0,45.0,1
39886,31361,31362,1,1,0,0.19024,919578.0,536186.0,919608.0,535182.0,45.0,1
39887,31362,31358,2,1,0,0.24978,919608.0,535182.0,918290.0,535135.0,35.0,1
39888,31362,31361,1,1,0,0.19024,919608.0,535182.0,919578.0,536186.0,45.0,1
39889,31362,31363,1,1,0,0.21087,919608.0,535182.0,919664.0,534070.0,45.0,1
39890,31362,31368,2,1,0,0.12643,919608.0,535182.0,920273.0,535240.0,35.0,1
39891,31363,3414,1,1,0,0.12484,919664.0,534070.0,920323.0,534084.0,12.0,1
39892,31363,31362,1,1,0,0.21087,919664.0,534070.0,919608.0,535182.0,45.0,1
39893,31363,31364,1,1,0,0.19321,919664.0,534070.0,919682.0,533050.0,45.0,1
39894,31364,3407,1,1,1,0.24664,919682.0,533050.0,918407.0,533315.0,12.0,1
39895,31364,3415,1,1,0,0.13983,919682.0,533050.0,920419.0,533094.0,12.0,1
39896,31364,31363,1,1,0,0.19321,919682.0,533050.0,919664.0,534070.0,45.0,1
39897,31364,31365,1,1,0,0.173,919682.0,533050.0,919749.0,532139.0,45.0,1
39898,31365,31360,2,1,0,0.10173,919749.0,532139.0,919212.0,532127.0,30.0,1
39899,31365,31364,1,1,0,0.173,919749.0,532139.0,919682.0,533050.0,45.0,1
39900,31365,31366,2,1,0,0.13377,919749.0,532139.0,920455.0,532160.0,30.0,1
39901,31365,31499,1,1,0,0.17859,919749.0,532139.0,919792.0,531197.0,45.0,1
39902,31366,3415,1,1,1,0.17703,920455.0,532160.0,920419.0,533094.0,10.0,1
39903,31366,31365,2,1,0,0.13377,920455.0,532160.0,919749.0,532139.0,30.0,1
39904,31366,31373,2,1,0,0.12123,920455.0,532160.0,921094.0,532197.0,30.0,1
39905,31366,31505,1,1,0,0.1802,920455.0,532160.0,920484.0,531209.0,30.0,1
39906,31367,31377,1,0,0,0.0472,915638.0,576170.0,915571.0,576410.0,55.0,1
39907,31368,3411,1,1,0,0.19244,920273.0,535240.0,920226.0,536255.0,12.0,1
39908,31368,3414,1,1,1,0.21914,920273.0,535240.0,920323.0,534084.0,12.0,1
39909,31368,31362,2,1,0,0.12643,920273.0,535240.0,919608.0,535182.0,35.0,1
39910,31368,31370,2,1,0,0.1326,920273.0,535240.0,920973.0,535252.0,35.0,1
39911,31369,3411,1,1,0,0.13397,920932.0,536299.0,920226.0,536255.0,12.0,1
39912,31369,3413,1,1,0,0.12278,920932.0,536299.0,921536.57835,536524.25054,12.0,1
39913,31369,31221,2,1,0,0.24134,920932.0,536299.0,920905.0,537573.0,30.0,1
39914,31369,31370,2,1,0,0.19845,920932.0,536299.0,920973.0,535252.0,30.0,1
39915,31370,30168,2,1,0,0.17903,920973.0,535252.0,921918.0,535275.0,35.0,1
39916,31370,31368,2,1,0,0.1326,920973.0,535252.0,920273.0,535240.0,35.0,1
39917,31370,31369,2,1,0,0.19845,920973.0,535252.0,920932.0,536299.0,30.0,1
39918,31370,31371,2,1,0,0.21657,920973.0,535252.0,921006.0,534109.0,30.0,1
39919,31371,31370,2,1,0,0.21657,921006.0,534109.0,920973.0,535252.0,30.0,1
39920,31371,31372,2,1,0,0.18976,921006.0,534109.0,921068.0,533109.0,30.0,1
39921,31372,3415,1,1,0,0.12295,921068.0,533109.0,920419.0,533094.0,12.0,1
39922,31372,31371,2,1,0,0.18976,921068.0,533109.0,921006.0,534109.0,30.0,1
39923,31372,31373,2,1,0,0.1728,921068.0,533109.0,921094.0,532197.0,30.0,1
39924,31373,31366,2,1,0,0.12123,921094.0,532197.0,920455.0,532160.0,30.0,1
39925,31373,31372,2,1,0,0.1728,921094.0,532197.0,921068.0,533109.0,30.0,1
39926,31373,31376,1,1,0,0.24925,921094.0,532197.0,922409.0,532249.0,30.0,1
39927,31373,31513,2,1,0,0.2717,921094.0,532197.0,921134.0,530763.0,30.0,1
39928,31374,30168,2,1,0,0.0774,922326.0,535298.0,921918.0,535275.0,35.0,1
39929,31374,31225,2,1,0,0.44027,922326.0,535298.0,922239.0,537621.0,30.0,1
39930,31374,31375,2,1,0,0.19527,922326.0,535298.0,922323.0,534267.0,30.0,1
39931,31374,31379,1,1,0,0.10643,922326.0,535298.0,922886.0,535345.0,35.0,1
39932,31375,3416,1,1,0,0.07197,922323.0,534267.0,921943.0,534267.0,12.0,1
39933,31375,31374,2,1,0,0.19527,922323.0,534267.0,922326.0,535298.0,30.0,1
39934,31375,33931,2,1,0,0.35089,922323.0,534267.0,922402.0,532416.0,30.0,1
39935,31376,31373,1,1,0,0.24925,922409.0,532249.0,921094.0,532197.0,30.0,1
39936,31376,31534,2,1,0,0.2679,922409.0,532249.0,922447.0,530835.0,30.0,1
39937,31376,33931,2,1,0,0.03166,922409.0,532249.0,922402.0,532416.0,30.0,1
39938,31377,31577,1,0,0,0.0874,915571.0,576410.0,915555.0,576871.0,55.0,1
39939,31378,3417,1,1,0,0.14568,922842.0,536182.0,923611.0,536198.0,12.0,1
39940,31378,31231,2,1,0,0.2849,922842.0,536182.0,922814.0,537686.0,30.0,1
39941,31378,31379,2,1,0,0.15874,922842.0,536182.0,922886.0,535345.0,30.0,1
39942,31379,31374,1,1,0,0.10643,922886.0,535345.0,922326.0,535298.0,35.0,1
39943,31379,31378,2,1,0,0.15874,922886.0,535345.0,922842.0,536182.0,30.0,1
39944,31379,31380,2,1,0,0.41549,922886.0,535345.0,922975.0,533153.0,30.0,1
39945,31380,3418,1,1,0,0.13163,922975.0,533153.0,923670.0,533153.0,12.0,1
39946,31380,31379,2,1,0,0.41549,922975.0,533153.0,922886.0,535345.0,30.0,1
39947,31380,31381,2,1,0,0.13658,922975.0,533153.0,922990.0,532432.0,30.0,1
39948,31381,31380,2,1,0,0.13658,922990.0,532432.0,922975.0,533153.0,30.0,1
39949,31381,32852,2,1,0,0.17727,922990.0,532432.0,922991.36571,531496.0316,30.0,1
39950,31381,33931,1,1,0,0.1114,922990.0,532432.0,922402.0,532416.0,30.0,1
39951,31382,33132,2,1,0,0.15331,856789.375,527104.9375,857598.3125,527130.9375,45.0,1
39952,31382,33792,2,1,0,0.40483,856789.375,527104.9375,854652.0,527095.0,45.0,1
39953,31383,28041,3,1,0,0.1075,848021.0,527055.0,848035.4375,526487.5625,30.0,1
39954,31383,33701,2,1,0,0.2302,848021.0,527055.0,849236.0,527085.0,40.0,1
39955,31384,3744,1,1,2,0.45375,853345.0,527092.0,853461.0,529485.0,12.0,1
39956,31384,30918,1,1,0,0.32604,853345.0,527092.0,853303.0,525371.0,30.0,1
39957,31384,33792,2,1,0,0.2475,853345.0,527092.0,854652.0,527095.0,45.0,1
39958,31384,36319,2,1,0,0.2515,853345.0,527092.0,852017.0,527097.0,45.0,1
39959,31385,33312,3,0,0,0.21875,858358.0,523327.0,858679.13628,524436.55659,55.0,1
39960,31385,33938,3,0,0,0.31036,858358.0,523327.0,858329.3125,524965.5,60.0,1
39961,31386,31387,1,0,0,0.107,915553.0,577343.0,915609.0,577905.0,55.0,1
39962,31387,28751,1,0,0,0.0139,915609.0,577905.0,915648.0,577967.0,55.0,1
39963,31387,31393,1,0,0,0.1029,915609.0,577905.0,915748.0,578430.0,55.0,1
39964,31388,31389,2,1,0,0.4237,861752.0,527235.0,863924.0,527767.0,45.0,1
39965,31388,34291,1,1,0,0.22861,861752.0,527235.0,861702.0,528441.0,30.0,1
39966,31388,34373,3,1,0,0.3256,861752.0,527235.0,860034.0,527165.0,45.0,1
39967,31388,35004,1,1,0,0.069,861752.0,527235.0,861838.0,526881.0,45.0,1
39968,31389,30533,3,1,0,0.15245,863924.0,527767.0,863868.0,526964.0,40.0,1
39969,31389,31388,2,1,0,0.4237,863924.0,527767.0,861752.0,527235.0,45.0,1
39970,31389,34372,3,1,0,0.13742,863924.0,527767.0,863852.0,528489.0,40.0,1
39971,31389,34420,2,1,0,0.1277,863924.0,527767.0,864572.0,527580.0,40.0,1
39972,31390,30532,2,0,0,0.3459,863723.0,525582.0,865222.0,526625.0,55.0,1
39973,31390,31565,3,1,0,0.1838,863723.0,525582.0,863629.0,524616.0,40.0,1
39974,31390,35011,3,1,0,0.068,863723.0,525582.0,863777.0,525937.0,40.0,1
39975,31391,3729,1,1,1,0.24587,865089.0,527182.0,865033.0,528479.0,12.0,1
39976,31391,34420,2,1,0,0.1236,865089.0,527182.0,864572.0,527580.0,40.0,1
39977,31391,34421,2,1,0,0.4193,865089.0,527182.0,867302.0,527238.0,40.0,1
39978,31392,34231,1,0,0,0.03015,858971.8125,570591.125,859041.75,570448.1875,35.0,1
39979,31393,31395,1,0,0,0.1095,915748.0,578430.0,916102.0,578887.0,55.0,1
39980,31394,28802,2,1,1,0.87733,869306.84954,527495.5105,873939.0,527463.0,40.0,1
39981,31394,33754,2,1,0,0.09879,869306.84954,527495.5105,868785.86158,527522.69248,40.0,1
39982,31394,36309,1,1,0,0.11954,869306.84954,527495.5105,869137.74082,528104.23821,40.0,1
39983,31395,32202,1,0,0,0.1607,916102.0,578887.0,916736.0,579451.0,55.0,1
39984,31396,3645,1,1,0,0.14349,874449.0,528153.0,873694.0,528090.0,12.0,1
39985,31396,3646,1,1,0,0.13607,874449.0,528153.0,875144.0,528335.0,12.0,1
39986,31396,28803,3,1,0,0.1124,874449.0,528153.0,874407.0,527561.0,35.0,1
39987,31396,31249,3,1,0,0.59915,874449.0,528153.0,874352.0,531315.0,40.0,1
39988,31397,28754,1,0,0,0.0071,917098.0,579774.0,917134.0,579784.0,55.0,1
39989,31397,31400,1,0,0,0.1875,917098.0,579774.0,917468.0,580692.0,55.0,1
39990,31398,3651,1,1,1,0.49145,880150.0,528585.0,881483.18212,530796.58116,12.0,1
39991,31398,3710,1,1,0,0.34124,880150.0,528585.0,881942.9921,528566.62661,12.0,1
39992,31398,33963,3,1,0,0.10587,880150.0,528585.0,880238.0,528033.0,45.0,1
39993,31398,33964,3,1,0,0.17536,880150.0,528585.0,880580.0,529405.0,45.0,1
39994,31399,31403,1,0,0,0.02664,859038.6875,570350.8125,858950.5,570241.3125,35.0,1
39995,31400,31402,1,0,0,0.11846,917468.0,580692.0,917732.4091,581258.91167,55.0,1
39996,31401,3711,1,1,0,0.11405,881751.0,527258.0,882035.0,526727.0,12.0,1
39997,31401,28868,2,1,0,0.21553,881751.0,527258.0,880613.0,527258.0,45.0,1
39998,31401,31404,2,1,0,0.11932,881751.0,527258.0,882381.0,527256.0,40.0,1
39999,31402,31406,1,0,0,0.10374,917732.4091,581258.91167,917919.21092,581773.90951,55.0,1
40000,31403,30963,1,0,0,0.1163,858950.5,570241.3125,858610.0,569730.0,35.0,1
40001,31404,30560,2,1,0,0.0739,882381.0,527256.0,882395.0,526866.0,30.0,1
40002,31404,31401,2,1,0,0.11932,882381.0,527256.0,881751.0,527258.0,40.0,1
40003,31404,34600,2,1,0,0.0845,882381.0,527256.0,882821.0,527330.0,45.0,1
40004,31405,33117,2,0,0,0.06716,858348.25,571430.6875,858081.75,571196.5625,40.0,1
40005,31406,31411,1,0,0,0.47002,917919.21092,581773.90951,919727.14235,583473.99942,55.0,1
40006,31407,31405,2,0,0,0.0644,858579.375,571680.125,858348.25,571430.6875,40.0,1
40007,31408,31410,2,1,0,0.4789,884816.0,528055.0,887343.0,528150.0,45.0,1
40008,31408,34600,2,1,0,0.402,884816.0,528055.0,882821.0,527330.0,45.0,1
40009,31409,28175,4,0,0,0.32792,885366.0,527743.0,887094.19339,527849.79674,55.0,1
40010,31410,31408,2,1,0,0.4789,887343.0,528150.0,884816.0,528055.0,45.0,1
40011,31410,34343,2,1,0,0.3633,887343.0,528150.0,889259.0,528239.0,45.0,1
40012,31411,31417,1,0,0,0.33818,919727.14235,583473.99942,921357.0,584203.0,55.0,1
40013,31412,28684,2,0,0,0.1571,917559.0,582061.0,917524.0,582890.0,45.0,1
40014,31413,31416,4,0,0,0.3696,893294.0,528195.0,895158.0,527617.0,55.0,1
40015,31414,28779,1,1,0,0.566,893248.0,528517.0,890262.0,528392.0,45.0,1
40016,31414,34344,1,1,0,0.2738,893248.0,528517.0,894668.0,528245.0,45.0,1
40017,31415,34344,1,1,0,0.0758,895068.0,528259.0,894668.0,528245.0,45.0,1
40018,31415,34345,1,1,0,0.0474,895068.0,528259.0,895293.0,528368.0,30.0,1
40019,31416,31418,4,0,0,0.1684,895158.0,527617.0,896039.0,527496.0,55.0,1
40020,31417,34295,1,0,0,0.3726,921357.0,584203.0,922899.0,585425.0,55.0,1
40021,31418,30503,4,0,0,0.226,896039.0,527496.0,897195.0,527791.0,55.0,1
40022,31418,35247,2,0,0,0.08736,896039.0,527496.0,896492.0,527409.0,45.0,1
40023,31419,34700,1,1,0,0.09111,897020.0,528107.0,897029.0,528588.0,30.0,1
40024,31419,34701,1,1,0,0.10189,897020.0,528107.0,896482.0,528107.0,45.0,1
40025,31420,29163,1,0,0,0.0529,922969.0,585545.0,923153.0,585755.0,55.0,1
40026,31420,31427,1,0,0,0.1607,922969.0,585545.0,923370.5625,586292.0625,55.0,1
40027,31421,3682,1,1,0,0.11762,897649.0,530376.0,897154.0,530001.0,12.0,1
40028,31421,31422,1,1,0,0.33772,897649.0,530376.0,897626.0,528593.0,30.0,1
40029,31421,31423,1,1,0,0.11888,897649.0,530376.0,898276.0,530405.0,30.0,1
40030,31422,3682,1,1,0,0.10172,897626.0,528593.0,897154.0,530001.0,12.0,1
40031,31422,31421,1,1,0,0.33772,897626.0,528593.0,897649.0,530376.0,30.0,1
40032,31422,31425,2,1,0,0.13028,897626.0,528593.0,898313.0,528628.0,30.0,1
40033,31422,34700,1,1,0,0.11307,897626.0,528593.0,897029.0,528588.0,30.0,1
40034,31423,31421,1,1,0,0.11888,898276.0,530405.0,897649.0,530376.0,30.0,1
40035,31423,31424,2,1,0,0.1779,898276.0,530405.0,898296.0,529466.0,30.0,1
40036,31423,34778,3,1,0,0.1555,898276.0,530405.0,898271.0,531226.0,40.0,1
40037,31424,31423,3,1,0,0.1779,898296.0,529466.0,898276.0,530405.0,30.0,1
40038,31424,33053,3,1,0,0.0541,898296.0,529466.0,898300.0,529180.5,30.0,1
40039,31425,29227,1,1,1,0.51276,898313.0,528628.0,901017.0,528763.0,30.0,1
40040,31425,30511,3,1,0,0.0294,898313.0,528628.0,898309.0,528783.0,40.0,1
40041,31425,30514,3,1,0,0.0123,898313.0,528628.0,898315.0,528563.0,30.0,1
40042,31425,31422,2,1,0,0.13028,898313.0,528628.0,897626.0,528593.0,30.0,1
40043,31426,30517,3,0,0,0.0745,898657.0,528411.0,899040.0,528501.0,55.0,1
40044,31427,31429,2,0,0,0.0755,923370.5625,586292.0625,923593.0,586623.0,55.0,1
40045,31428,30500,3,0,0,0.2388,900267.0,528567.0,901528.0,528571.0,55.0,1
40046,31429,31431,1,0,0,0.2391,923593.0,586623.0,924277.0,587684.0,55.0,1
40047,31430,3679,1,1,1,0.27998,900961.0,530100.0,902439.0,530129.0,12.0,1
40048,31430,3680,1,1,1,0.26254,900961.0,530100.0,899578.0,530006.0,12.0,1
40049,31430,29227,2,1,0,0.25344,900961.0,530100.0,901017.0,528763.0,35.0,1
40050,31430,30165,2,1,0,0.25268,900961.0,530100.0,900885.0,531432.0,35.0,1
40051,31431,31437,1,0,1,1.2281,924277.0,587684.0,929268.0,591824.0,55.0,1
40052,31432,29227,2,1,0,0.08147,901028.0,528333.0,901017.0,528763.0,35.0,1
40053,31432,30500,1,0,0,0.10488,901028.0,528333.0,901528.0,528571.0,55.0,1
40054,31432,31619,2,1,0,0.17819,901028.0,528333.0,901068.0,527393.0,35.0,1
40055,31433,3658,1,1,1,0.25867,903659.0,530165.0,905023.0,530235.0,12.0,1
40056,31433,3679,1,1,1,0.23116,903659.0,530165.0,902439.0,530129.0,12.0,1
40057,31433,29217,1,1,0,0.25167,903659.0,530165.0,903706.0,528837.0,30.0,1
40058,31433,31292,1,1,0,0.25959,903659.0,530165.0,903592.0,531534.0,30.0,1
40059,31434,30485,4,0,0,0.2953,904024.0,528018.0,905581.0,528105.0,55.0,1
40060,31435,3661,1,1,1,0.29869,906294.0,530299.0,907716.0,529617.0,12.0,1
